chr1	249	749	40.7034	2238
chr1	749	1249	40.2561	1571
chr1	1249	1749	39.8483	951
chr1	1750	2250	39.487	47
chr1	2250	2750	39.1748	1291
chr1	2750	3250	38.9099	4104
chr1	3251	3751	38.6847	3406
chr1	3751	4251	38.4867	3231
chr1	4251	4751	38.2986	3307
chr1	4752	5252	38.0997	2731
chr1	5252	5752	37.8675	2936
chr1	5752	6252	37.5799	2344
chr1	6253	6753	37.2174	2793
chr1	6753	7253	36.7652	2280
chr1	7254	7754	36.2149	3045
chr1	7754	8254	35.5662	3136
chr1	8254	8754	34.827	2386
chr1	8755	9255	34.0132	2576
chr1	9255	9755	33.1476	2004
chr1	9755	10255	32.2582	1961
chr1	10256	10756	31.376	1918
chr1	10756	11256	30.532	2084
chr1	11256	11756	29.7557	2320
chr1	11757	12257	29.0724	23
chr1	12257	12757	28.5019	645
chr1	12757	13257	28.0575	330
chr1	13258	13758	27.7458	1675
chr1	13758	14258	27.5667	452
chr1	14258	14758	27.514	387
chr1	14759	15259	27.5768	73
chr1	15259	15759	27.7399	405
chr1	15759	16259	27.986	545
chr1	16260	16760	28.296	140
chr1	16760	17260	28.6508	481
chr1	17260	17760	29.032	439
chr1	17761	18261	29.4228	135
chr1	18261	18761	29.8088	389
chr1	18762	19262	30.1783	238
chr1	19262	19762	30.5227	65
chr1	19762	20262	30.8362	119
chr1	20263	20763	31.1164	97
chr1	20763	21263	31.3633	67
chr1	21263	21763	31.5793	282
chr1	21764	22264	31.7688	16
chr1	22264	22764	31.9375	106
chr1	22764	23264	32.0923	31
chr1	23265	23765	32.2402	76
chr1	23765	24265	32.3886	2
chr1	24265	24765	32.5442	1
chr1	24766	25266	32.7132	91
chr1	25266	25766	32.9006	16
chr1	25766	26266	33.1103	.
chr1	26267	26767	33.3445	.
chr1	26767	27267	33.6038	188
chr1	27267	27767	33.8872	227
chr1	27768	28268	34.1921	269
chr1	28268	28768	34.5143	410
chr1	28768	29268	34.8488	272
chr1	29269	29769	35.1894	304
chr1	29769	30269	35.5295	244
chr1	30270	30770	35.8625	245
chr1	30770	31270	36.1818	87
chr1	31270	31770	36.4815	291
chr1	31771	32271	36.7566	516
chr1	32271	32771	37.0028	643
chr1	32771	33271	37.2171	319
chr1	33272	33772	37.3976	609
chr1	33772	34272	37.5432	621
chr1	34272	34772	37.6541	634
chr1	34773	35273	37.731	403
chr1	35273	35773	37.775	598
chr1	35773	36273	37.7877	430
chr1	36274	36774	37.771	397
chr1	36774	37274	37.7266	445
chr1	37274	37774	37.6561	364
chr1	37775	38275	37.561	588
chr1	38275	38775	37.4426	498
chr1	38775	39275	37.3021	423
chr1	39276	39776	37.141	329
chr1	39776	40276	36.9605	668
chr1	40276	40776	36.7627	292
chr1	40777	41277	36.5499	426
chr1	41277	41777	36.325	412
chr1	41777	42277	36.0914	575
chr1	42278	42778	35.8535	324
chr1	42778	43278	35.6157	272
chr1	43279	43779	35.3828	509
chr1	43779	44279	35.1598	504
chr1	44279	44779	34.9512	652
chr1	44780	45280	34.761	418
chr1	45280	45780	34.5928	458
chr1	45780	46280	34.4489	362
chr1	46281	46781	34.3309	636
chr1	46781	47281	34.2395	292
chr1	47281	47781	34.1744	472
chr1	47782	48282	34.1347	534
chr1	48282	48782	34.1188	800
chr1	48782	49282	34.1247	501
chr1	49283	49783	34.1502	331
chr1	49783	50283	34.1927	535
chr1	50283	50783	34.2493	305
chr1	50784	51284	34.317	531
chr1	51284	51784	34.3926	571
chr1	51784	52284	34.4727	900
chr1	52285	52785	34.5537	756
chr1	52785	53285	34.6318	606
chr1	53285	53785	34.7035	638
chr1	53786	54286	34.7652	633
chr1	54286	54786	34.8139	544
chr1	54787	55287	34.8469	607
chr1	55287	55787	34.8622	252
chr1	55787	56287	34.8584	432
chr1	56288	56788	34.8352	688
chr1	56788	57288	34.7928	681
chr1	57288	57788	34.7321	632
chr1	57789	58289	34.6549	677
chr1	58289	58789	34.5632	367
chr1	58789	59289	34.4596	544
chr1	59290	59790	34.3471	847
chr1	59790	60290	34.2285	591
chr1	60290	60790	34.107	1007
chr1	60791	61291	33.9855	651
chr1	61291	61791	33.867	807
chr1	61791	62291	33.7541	475
chr1	62292	62792	33.6493	480
chr1	62792	63292	33.5547	507
chr1	63292	63792	33.4717	490
chr1	63793	64293	33.4018	412
chr1	64293	64793	33.3455	370
chr1	64793	65293	33.3031	505
chr1	65294	65794	33.2748	156
chr1	65794	66294	33.2601	290
chr1	66294	66794	33.2589	445
chr1	66795	67295	33.2709	383
chr1	67295	67795	33.2965	710
chr1	67796	68296	33.3362	389
chr1	68296	68796	33.3915	409
chr1	68796	69296	33.4643	688
chr1	69297	69797	33.5572	361
chr1	69797	70297	33.6731	348
chr1	70297	70797	33.8152	351
chr1	70798	71298	33.9863	112
chr1	71298	71798	34.1888	603
chr1	71798	72298	34.4242	644
chr1	72299	72799	34.6928	594
chr1	72799	73299	34.9934	456
chr1	73299	73799	35.3233	235
chr1	73800	74300	35.678	438
chr1	74300	74800	36.0517	499
chr1	74800	75300	36.4372	370
chr1	75301	75801	36.8264	805
chr1	75801	76301	37.2102	955
chr1	76301	76801	37.5796	663
chr1	76802	77302	37.9254	408
chr1	77302	77802	38.2387	387
chr1	77802	78302	38.5115	527
chr1	78303	78803	38.7366	613
chr1	78803	79303	38.9078	724
chr1	79304	79804	39.0207	441
chr1	79804	80304	39.0721	583
chr1	80304	80804	39.0604	392
chr1	80805	81305	38.9858	526
chr1	81305	81805	38.8503	682
chr1	81805	82305	38.6573	556
chr1	82306	82806	38.4119	883
chr1	82806	83306	38.1203	703
chr1	83306	83806	37.7897	824
chr1	83807	84307	37.4282	1149
chr1	84307	84807	37.0441	596
chr1	84807	85307	36.6458	1104
chr1	85308	85808	36.2417	400
chr1	85808	86308	35.8397	563
chr1	86308	86808	35.4471	542
chr1	86809	87309	35.0705	505
chr1	87309	87809	34.7159	599
chr1	87809	88309	34.3886	550
chr1	88310	88810	34.0928	662
chr1	88810	89310	33.8321	711
chr1	89310	89810	33.6092	571
chr1	89811	90311	33.426	612
chr1	90311	90811	33.2831	610
chr1	90812	91312	33.1801	503
chr1	91312	91812	33.1154	973
chr1	91812	92312	33.0863	869
chr1	92313	92813	33.0885	496
chr1	92813	93313	33.1169	1068
chr1	93313	93813	33.1649	1052
chr1	93814	94314	33.2253	891
chr1	94314	94814	33.2906	579
chr1	94814	95314	33.3528	841
chr1	95315	95815	33.4046	495
chr1	95815	96315	33.4394	731
chr1	96315	96815	33.4521	595
chr1	96816	97316	33.4391	727
chr1	97316	97816	33.3991	791
chr1	97816	98316	33.3325	435
chr1	98317	98817	33.242	375
chr1	98817	99317	33.132	533
chr1	99317	99817	33.0083	240
chr1	99818	100318	32.8778	421
chr1	100318	100818	32.7474	495
chr1	100818	101318	32.6242	673
chr1	101319	101819	32.5144	413
chr1	101819	102319	32.4234	566
chr1	102319	102819	32.3553	272
chr1	102820	103320	32.3129	225
chr1	103320	103820	32.2976	356
chr1	103821	104321	32.31	521
chr1	104321	104821	32.3495	350
chr1	104821	105321	32.4147	379
chr1	105322	105822	32.504	486
chr1	105822	106322	32.6148	351
chr1	106322	106822	32.7446	614
chr1	106823	107323	32.89	383
chr1	107323	107823	33.0475	588
chr1	107823	108323	33.2128	477
chr1	108324	108824	33.381	290
chr1	108824	109324	33.5465	402
chr1	109324	109824	33.7032	589
chr1	109825	110325	33.8444	234
chr1	110325	110825	33.9633	387
chr1	110825	111325	34.053	231
chr1	111326	111826	34.1072	297
chr1	111826	112326	34.1204	350
chr1	112326	112826	34.0881	542
chr1	112827	113327	34.0076	415
chr1	113327	113827	33.878	761
chr1	113827	114327	33.7001	728
chr1	114328	114828	33.4769	556
chr1	114828	115328	33.2136	615
chr1	115329	115829	32.9167	478
chr1	115829	116329	32.5944	529
chr1	116329	116829	32.2561	338
chr1	116830	117330	31.9117	411
chr1	117330	117830	31.5712	190
chr1	117830	118330	31.2443	336
chr1	118331	118831	30.94	435
chr1	118831	119331	30.666	374
chr1	119331	119831	30.4285	284
chr1	119832	120332	30.2317	427
chr1	120332	120832	30.078	268
chr1	120832	121332	29.9677	226
chr1	121333	121833	29.8992	277
chr1	121833	122333	29.869	174
chr1	122333	122833	29.8721	336
chr1	122834	123334	29.9022	596
chr1	123334	123834	29.9522	498
chr1	123834	124334	30.0144	655
chr1	124335	124835	30.0812	541
chr1	124835	125335	30.1452	375
chr1	125335	125835	30.1997	432
chr1	125836	126336	30.2388	361
chr1	126336	126836	30.2577	439
chr1	126837	127337	30.2527	604
chr1	127337	127837	30.2213	543
chr1	127837	128337	30.1623	711
chr1	128338	128838	30.0754	447
chr1	128838	129338	29.9613	558
chr1	129338	129838	29.8218	923
chr1	129839	130339	29.6591	792
chr1	130339	130839	29.4762	497
chr1	130839	131339	29.2767	573
chr1	131340	131840	29.0645	674
chr1	131840	132340	28.8437	486
chr1	132340	132840	28.6189	652
chr1	132841	133341	28.3945	617
chr1	133341	133841	28.175	562
chr1	133841	134341	27.9644	504
chr1	134342	134842	27.7663	320
chr1	134842	135342	27.5834	465
chr1	135342	135842	27.4173	575
chr1	135843	136343	27.2685	273
chr1	136343	136843	27.1359	426
chr1	136843	137343	27.0169	441
chr1	137344	137844	26.9073	372
chr1	137844	138344	26.8017	446
chr1	138344	138844	26.6936	276
chr1	138845	139345	26.5757	367
chr1	139345	139845	26.4405	505
chr1	139846	140346	26.2808	16
chr1	140346	140846	26.09	.
chr1	140846	141346	25.8629	167
chr1	141347	141847	25.5959	546
chr1	141847	142347	25.2873	852
chr1	142347	142847	24.9373	1153
chr1	142848	143348	24.5482	1425
chr1	143348	143848	24.1244	1037
chr1	143848	144348	23.6716	2164
chr1	144349	144849	23.1969	1905
chr1	144849	145349	22.7085	2928
chr1	145349	145849	22.2148	2981
chr1	145850	146350	21.7243	2968
chr1	146350	146850	21.2452	2998
chr1	146850	147350	20.7852	4297
chr1	147351	147851	20.351	4660
chr1	147851	148351	19.9481	4043
chr1	148351	148851	19.5811	3809
chr1	148852	149352	19.2536	3649
chr1	149352	149852	18.9682	2813
chr1	149852	150352	18.7268	2341
chr1	150353	150853	18.5311	2527
chr1	150853	151353	18.3825	1370
chr1	151354	151854	18.2825	658
chr1	151854	152354	18.2332	780
chr1	152354	152854	18.2369	678
chr1	152855	153355	18.2966	840
chr1	153355	153855	18.4154	1149
chr1	153855	154355	18.5964	706
chr1	154356	154856	18.8422	906
chr1	154856	155356	19.1542	1209
chr1	155356	155856	19.5324	1480
chr1	155857	156357	19.9743	2039
chr1	156357	156857	20.4746	1946
chr1	156857	157357	21.0252	2856
chr1	157358	157858	21.6146	2885
chr1	157858	158358	22.2288	3378
chr1	158358	158858	22.8508	4721
chr1	158859	159359	23.4622	3919
chr1	159359	159859	24.0435	4415
chr1	159859	160359	24.5753	3219
chr1	160360	160860	25.0391	.
chr1	160860	161360	25.4182	.
chr1	161360	161860	25.6984	.
chr1	161861	162361	25.8684	.
chr1	162361	162861	25.9202	.
chr1	162862	163362	25.849	.
chr1	163362	163862	25.6534	.
chr1	163862	164362	25.3353	63
chr1	164363	164863	24.8996	.
chr1	164863	165363	24.3541	.
chr1	165363	165863	23.7096	.
chr1	165864	166364	22.9798	220
chr1	166364	166864	22.181	446
chr1	166864	167364	21.332	662
chr1	167365	167865	20.4538	811
chr1	167865	168365	19.5689	494
chr1	168365	168865	18.7007	504
chr1	168866	169366	17.8721	839
chr1	169366	169866	17.1052	1119
chr1	169866	170366	16.4194	853
chr1	170367	170867	15.831	1267
chr1	170867	171367	15.3525	1705
chr1	171367	171867	14.9918	1901
chr1	171868	172368	14.7525	1000
chr1	172368	172868	14.634	1918
chr1	172868	173368	14.6321	2328
chr1	173369	173869	14.7398	3246
chr1	173869	174369	14.9483	2754
chr1	174369	174869	15.2475	3530
chr1	174870	175370	15.6268	4100
chr1	175370	175870	16.0757	4896
chr1	175871	176371	16.584	5860
chr1	176371	176871	17.1421	3198
chr1	176871	177371	17.7406	3114
chr1	177372	177872	18.3706	4153
chr1	177872	178372	19.0235	3716
chr1	178372	178872	19.6907	2486
chr1	178873	179373	20.3639	2140
chr1	179373	179873	21.0353	2278
chr1	179873	180373	21.6972	1579
chr1	180374	180874	22.3428	1655
chr1	180874	181374	22.9662	1046
chr1	181374	181874	23.5624	1239
chr1	181875	182375	24.1276	1067
chr1	182375	182875	24.6589	452
chr1	182875	183375	25.1547	316
chr1	183376	183876	25.6139	92
chr1	183876	184376	26.0365	532
chr1	184376	184876	26.4226	437
chr1	184877	185377	26.7729	363
chr1	185377	185877	27.0882	233
chr1	185877	186377	27.3695	407
chr1	186378	186878	27.6179	406
chr1	186878	187378	27.8348	412
chr1	187379	187879	28.0215	329
chr1	187879	188379	28.1799	297
chr1	188379	188879	28.3122	17
chr1	188880	189380	28.4206	78
chr1	189380	189880	28.5083	172
chr1	189880	190380	28.5786	378
chr1	190381	190881	28.6351	647
chr1	190881	191381	28.6822	767
chr1	191381	191881	28.7245	822
chr1	191882	192382	28.7673	519
chr1	192382	192882	28.816	588
chr1	192882	193382	28.8768	880
chr1	193383	193883	28.9561	339
chr1	193883	194383	29.0608	252
chr1	194383	194883	29.1977	339
chr1	194884	195384	29.3736	376
chr1	195384	195884	29.5949	638
chr1	195884	196384	29.8669	359
chr1	196385	196885	30.1934	234
chr1	196885	197385	30.5764	261
chr1	197385	197885	31.015	130
chr1	197886	198386	31.5059	247
chr1	198386	198886	32.0423	243
chr1	198886	199386	32.6148	216
chr1	199387	199887	33.2111	169
chr1	199887	200387	33.8173	205
chr1	200388	200888	34.4183	195
chr1	200888	201388	34.9993	211
chr1	201388	201888	35.5466	147
chr1	201889	202389	36.0489	181
chr1	202389	202889	36.4979	465
chr1	202889	203389	36.889	137
chr1	203390	203890	37.2219	63
chr1	203890	204390	37.5003	255
chr1	204390	204890	37.7314	.
chr1	204891	205391	37.9261	.
chr1	205391	205891	38.098	52
chr1	205891	206391	38.2629	109
chr1	206392	206892	38.4379	53
chr1	206892	207392	38.6413	320
chr1	207392	207892	38.891	149
chr1	207893	208393	39.2045	53
chr1	208393	208893	39.5975	14
chr1	208893	209393	40.0828	1
chr1	209394	209894	40.6693	23
chr1	209894	210394	41.3607	17
chr1	210394	210894	42.1547	18
chr1	210895	211395	43.0419	.
chr1	211395	211895	44.006	.
chr1	211896	212396	45.0235	.
chr1	212396	212896	46.0652	.
chr1	212896	213396	47.0978	.
chr1	213397	213897	48.0855	.
chr1	213897	214397	48.9932	.
chr1	214397	214897	49.7887	.
chr1	214898	215398	50.4454	.
chr1	215398	215898	50.944	.
chr1	215898	216398	51.2739	.
chr1	216399	216899	51.4338	.
chr1	216899	217399	51.4311	.
chr1	217399	217899	51.2812	.
chr1	217900	218400	51.0053	.
chr1	218400	218900	50.6289	.
chr1	218900	219400	50.179	.
chr1	219401	219901	49.6822	.
chr1	219901	220401	49.1628	.
chr1	220401	220901	48.6412	.
chr1	220902	221402	48.1332	.
chr1	221402	221902	47.6492	.
chr1	221902	222402	47.1943	.
chr1	222403	222903	46.7689	.
chr1	222903	223403	46.3693	26
chr1	223404	223904	45.9888	81
chr1	223904	224404	45.6185	.
chr1	224404	224904	45.2492	1
chr1	224905	225405	44.8716	9
chr1	225405	225905	44.478	.
chr1	225905	226405	44.0628	.
chr1	226406	226906	43.6233	197
chr1	226906	227406	43.1597	1381
chr1	227406	227906	42.6758	542
chr1	227907	228407	42.1782	226
chr1	228407	228907	41.6761	224
chr1	228907	229407	41.1805	1439
chr10	249	749	49.8224	.
chr10	749	1249	52.074	.
chr10	1249	1749	54.2579	.
chr10	1749	2249	56.3123	.
chr10	2249	2749	58.1858	.
chr10	2749	3249	59.8396	.
chr10	3249	3749	61.2479	.
chr10	3749	4249	62.3972	.
chr10	4249	4749	63.2843	.
chr10	4749	5249	63.9133	.
chr10	5249	5749	64.2935	.
chr10	5749	6249	64.4363	.
chr10	6249	6749	64.3542	.
chr10	6749	7249	64.0595	.
chr10	7249	7749	63.5648	.
chr10	7749	8249	62.8834	.
chr10	8249	8749	62.0306	.
chr10	8749	9249	61.0249	.
chr10	9249	9749	59.8883	.
chr10	9749	10249	58.6467	.
chr10	10249	10749	57.3292	.
chr10	10749	11249	55.9668	.
chr10	11249	11749	54.5907	.
chr10	11749	12249	53.2303	.
chr10	12249	12749	51.9113	.
chr10	12749	13249	50.6542	.
chr10	13249	13749	49.4738	.
chr10	13749	14249	48.3788	.
chr10	14249	14749	47.3723	.
chr10	14749	15249	46.453	.
chr10	15249	15749	45.6165	.
chr10	15749	16249	44.8565	.
chr10	16249	16749	44.1661	.
chr10	16749	17249	43.5388	.
chr10	17249	17749	42.9688	.
chr10	17749	18249	42.4516	.
chr10	18249	18749	41.9832	.
chr10	18749	19249	41.5605	49
chr10	19249	19749	41.1806	290
chr10	19749	20249	40.8405	16
chr10	20249	20749	40.537	19
chr10	20749	21249	40.2666	238
chr10	21249	21749	40.0256	941
chr10	21749	22249	39.8105	1785
chr10	22249	22749	39.6179	1108
chr10	22749	23249	39.4453	1190
chr10	23249	23749	39.2908	941
chr10	23749	24249	39.1534	982
chr10	24249	24749	39.0333	663
chr10	24749	25249	38.9312	1031
chr10	25249	25749	38.848	1349
chr10	25749	26249	38.7851	873
chr10	26249	26749	38.7432	1383
chr10	26749	27249	38.7222	995
chr10	27249	27749	38.7213	1613
chr10	27749	28249	38.7383	1398
chr10	28249	28749	38.7702	1668
chr10	28749	29249	38.8132	961
chr10	29249	29749	38.8629	1221
chr10	29749	30249	38.915	1002
chr10	30249	30749	38.9654	1042
chr10	30749	31249	39.0111	1244
chr10	31249	31749	39.0499	984
chr10	31749	32249	39.0806	1798
chr10	32249	32749	39.1034	1784
chr10	32749	33249	39.1191	1535
chr10	33249	33749	39.1294	993
chr10	33749	34249	39.1363	1308
chr10	34249	34749	39.1418	1303
chr10	34749	35249	39.1477	1682
chr10	35249	35749	39.1552	1211
chr10	35749	36249	39.1649	1278
chr10	36249	36749	39.1768	1569
chr10	36749	37249	39.19	943
chr10	37249	37749	39.203	1095
chr10	37749	38249	39.2137	2029
chr10	38249	38749	39.2196	647
chr10	38749	39249	39.2181	1241
chr10	39249	39749	39.2062	1057
chr10	39749	40249	39.181	587
chr10	40249	40749	39.14	630
chr10	40749	41249	39.0807	1062
chr10	41249	41749	39.0011	313
chr10	41750	42250	38.8997	409
chr10	42250	42750	38.7759	595
chr10	42750	43250	38.6294	537
chr10	43250	43750	38.4611	489
chr10	43750	44250	38.2725	679
chr10	44250	44750	38.066	298
chr10	44750	45250	37.8449	587
chr10	45250	45750	37.6132	756
chr10	45750	46250	37.3753	281
chr10	46250	46750	37.1359	471
chr10	46750	47250	36.8997	309
chr10	47250	47750	36.6709	357
chr10	47750	48250	36.4531	560
chr10	48250	48750	36.2489	376
chr10	48750	49250	36.0597	475
chr10	49250	49750	35.8856	168
chr10	49750	50250	35.7252	323
chr10	50250	50750	35.5762	347
chr10	50750	51250	35.4349	255
chr10	51250	51750	35.2973	155
chr10	51750	52250	35.1589	297
chr10	52250	52750	35.0154	151
chr10	52750	53250	34.8626	225
chr10	53250	53750	34.6975	418
chr10	53750	54250	34.5175	349
chr10	54250	54750	34.321	159
chr10	54750	55250	34.1075	217
chr10	55250	55750	33.8769	329
chr10	55750	56250	33.6297	503
chr10	56250	56750	33.3666	287
chr10	56750	57250	33.0885	310
chr10	57250	57750	32.7963	313
chr10	57750	58250	32.4905	234
chr10	58250	58750	32.1718	289
chr10	58750	59250	31.841	107
chr10	59250	59750	31.499	254
chr10	59750	60250	31.147	497
chr10	60250	60750	30.787	378
chr10	60750	61250	30.4213	762
chr10	61250	61750	30.0533	240
chr10	61750	62250	29.6867	296
chr10	62250	62750	29.3259	281
chr10	62750	63250	28.9755	182
chr10	63250	63750	28.6402	314
chr10	63750	64250	28.3248	573
chr10	64250	64750	28.0336	292
chr10	64750	65250	27.7708	251
chr10	65250	65750	27.5398	235
chr10	65750	66250	27.3437	285
chr10	66250	66750	27.1851	199
chr10	66750	67250	27.0662	538
chr10	67250	67750	26.9885	650
chr10	67750	68250	26.9534	336
chr10	68250	68750	26.9615	311
chr10	68750	69250	27.0132	582
chr10	69250	69750	27.1082	358
chr10	69750	70250	27.2456	551
chr10	70250	70750	27.4242	278
chr10	70750	71250	27.6421	279
chr10	71250	71750	27.8968	260
chr10	71750	72250	28.1856	230
chr10	72250	72750	28.5055	240
chr10	72750	73250	28.8533	293
chr10	73250	73750	29.2258	222
chr10	73750	74250	29.6198	199
chr10	74250	74750	30.0318	310
chr10	74750	75250	30.4587	168
chr10	75250	75750	30.8967	205
chr10	75750	76250	31.3421	265
chr10	76250	76750	31.7908	50
chr10	76750	77250	32.2382	221
chr10	77250	77750	32.6792	216
chr10	77750	78250	33.1086	388
chr10	78250	78750	33.521	197
chr10	78750	79250	33.9115	143
chr10	79250	79750	34.2754	310
chr10	79750	80250	34.6091	205
chr10	80250	80750	34.9105	282
chr10	80750	81250	35.1784	330
chr10	81250	81750	35.4136	264
chr10	81750	82250	35.6182	259
chr10	82250	82750	35.7955	179
chr10	82751	83251	35.9501	231
chr10	83251	83751	36.0867	664
chr10	83751	84251	36.2107	470
chr10	84251	84751	36.3269	329
chr10	84751	85251	36.4399	321
chr10	85251	85751	36.5533	239
chr10	85751	86251	36.67	206
chr10	86251	86751	36.7918	388
chr10	86751	87251	36.9197	212
chr10	87251	87751	37.054	204
chr10	87751	88251	37.194	265
chr10	88251	88751	37.3388	368
chr10	88751	89251	37.4866	230
chr10	89251	89751	37.6354	194
chr10	89751	90251	37.7823	407
chr10	90251	90751	37.9244	161
chr10	90751	91251	38.0579	401
chr10	91251	91751	38.1788	234
chr10	91751	92251	38.2827	326
chr10	92251	92751	38.365	231
chr10	92751	93251	38.4213	334
chr10	93251	93751	38.4476	250
chr10	93751	94251	38.4403	316
chr10	94251	94751	38.3969	773
chr10	94751	95251	38.3158	397
chr10	95251	95751	38.1967	482
chr10	95751	96251	38.0406	529
chr10	96251	96751	37.8496	746
chr10	96751	97251	37.6266	521
chr10	97251	97751	37.3757	408
chr10	97751	98251	37.1012	603
chr10	98251	98751	36.8078	932
chr10	98751	99251	36.5004	856
chr10	99251	99751	36.1838	481
chr10	99751	100251	35.8626	901
chr10	100251	100751	35.5412	781
chr10	100751	101251	35.224	734
chr10	101251	101751	34.9149	511
chr10	101751	102251	34.6179	344
chr10	102251	102751	34.3366	382
chr10	102751	103251	34.0745	992
chr10	103251	103751	33.8347	591
chr10	103751	104251	33.6197	339
chr10	104251	104751	33.4315	384
chr10	104751	105251	33.2713	305
chr10	105251	105751	33.1392	228
chr10	105751	106251	33.0347	267
chr10	106251	106751	32.956	148
chr10	106751	107251	32.9009	284
chr10	107251	107751	32.8662	320
chr10	107751	108251	32.8485	651
chr10	108251	108751	32.8444	592
chr10	108751	109251	32.8505	362
chr10	109251	109751	32.8637	390
chr10	109751	110251	32.8818	269
chr10	110251	110751	32.9031	220
chr10	110751	111251	32.9264	327
chr10	111251	111751	32.9512	145
chr10	111751	112251	32.9777	237
chr10	112251	112751	33.0058	418
chr10	112751	113251	33.0361	251
chr10	113251	113751	33.0688	274
chr10	113751	114251	33.1041	158
chr10	114251	114751	33.1421	192
chr10	114751	115251	33.1827	470
chr10	115251	115751	33.2257	147
chr10	115751	116251	33.271	147
chr10	116251	116751	33.3186	321
chr10	116751	117251	33.3685	317
chr10	117251	117751	33.4208	292
chr10	117751	118251	33.4758	175
chr10	118251	118751	33.5337	253
chr10	118751	119251	33.5951	258
chr10	119251	119751	33.66	308
chr10	119751	120251	33.7288	268
chr10	120251	120751	33.8017	353
chr10	120751	121251	33.879	353
chr10	121251	121751	33.9612	381
chr10	121751	122251	34.0489	508
chr10	122251	122751	34.143	322
chr10	122751	123251	34.2448	581
chr10	123251	123751	34.3559	388
chr10	123751	124251	34.4779	617
chr10	124252	124752	34.6128	320
chr10	124752	125252	34.7623	554
chr10	125252	125752	34.9279	377
chr10	125752	126252	35.1104	338
chr10	126252	126752	35.3101	288
chr10	126752	127252	35.5263	346
chr10	127252	127752	35.7573	361
chr10	127752	128252	36.0005	246
chr10	128252	128752	36.2523	375
chr10	128752	129252	36.5085	421
chr10	129252	129752	36.764	370
chr10	129752	130252	37.0138	458
chr10	130252	130752	37.2525	405
chr10	130752	131252	37.4754	359
chr10	131252	131752	37.678	414
chr10	131752	132252	37.8567	215
chr10	132252	132752	38.0088	451
chr10	132752	133252	38.1325	263
chr10	133252	133752	38.2268	331
chr10	133752	134252	38.2916	307
chr10	134252	134752	38.3275	619
chr10	134752	135252	38.3354	703
chr10	135252	135752	38.3166	916
chr10	135752	136252	38.2725	537
chr10	136252	136752	38.2044	397
chr10	136752	137252	38.1134	796
chr10	137252	137752	38.0004	670
chr10	137752	138252	37.8662	586
chr10	138252	138752	37.7115	493
chr10	138752	139252	37.5372	571
chr10	139252	139752	37.3445	557
chr10	139752	140252	37.1352	372
chr10	140252	140752	36.9119	767
chr10	140752	141252	36.6778	322
chr10	141252	141752	36.4369	296
chr10	141752	142252	36.1935	499
chr10	142252	142752	35.9524	627
